"Id","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","X1","TCOV1","TCOV2","TCOV3","TCOV4","TCOV5","TCOV6","TCOV7","TCOV8","TCOV9","TCOV10","TCOV11","gr"
100,0.128453434850621,0.792995462271334,1.16330508516911,1.70642200708794,1.37581965912734,1.50945912565436,1.85759453950163,2.0742610535435,2.14556188945012,2.14610069173853,1.81195104192384,0,1,2,3,4,5,6,7,8,9,10,0.29,1,0,1,0,1,0,0,0,0,1,0,3
101,0.351437881188436,0.50598843518764,0.758862889072875,1.70219543430169,1.41054238163757,1.24976525021234,1.64083665939239,2.10591411489742,1.82415321916661,2.71405732615209,1.80812786224086,0,1,2,3,4,5,6,7,8,9,10,0.92,0,1,1,1,0,0,1,0,1,0,0,3
102,0.137658541493136,0.309477908435148,0.994874704270473,0.981065370102678,1.26890807888945,1.18614265084998,1.87033003189015,2.48934543992458,1.90335576270343,2.00140021249853,1.90061176351575,0,1,2,3,4,5,6,7,8,9,10,0.63,0,1,0,1,0,0,0,1,1,0,0,3
103,0,0.909455367793984,1.64054367616113,2.13271069200458,2.47005533152068,2.99443284466657,2.26040561693406,3.34845189728938,2.83596494052553,3.28002623889051,3.26037114043887,0,1,2,3,4,5,6,7,8,9,10,0.05,0,1,0,0,1,1,1,0,1,0,0,4
104,0.827094662536458,2.01040767288258,2.97552478326542,2.57877187836429,3.47597153510559,3.02292999476029,2.0858518056797,2.89368508051084,1.61978472287513,2.2565555092677,2.31942763080618,0,1,2,3,4,5,6,7,8,9,10,0.45,1,1,1,1,1,1,1,0,0,1,1,2
105,0,3.68558687948068,3.44667636350954,3.85558347999342,3.51136194174752,3.83899587635521,3.92250241109455,3.79172954458636,3.81298431967692,3.87558653067807,4.29788167257831,0,1,2,3,4,5,6,7,8,9,10,0.26,1,0,0,1,0,1,0,0,0,0,0,1
106,0,1.2050719522333,2.11384770011142,1.86920307141481,3.20646667100539,2.98191484274133,2.58038521372763,2.39038900194582,3.01014591677201,3.62149912107081,3.46554055101749,0,1,2,3,4,5,6,7,8,9,10,0.23,1,0,1,1,0,1,0,0,1,0,1,4
107,0.0590491108068299,2.62774257690069,3.51999441159579,2.97546534779202,2.76601440652365,2.93824528944608,2.68829736381343,3.9853766340993,3.06563706475948,3.38768109398699,2.6437986698007,0,1,2,3,4,5,6,7,8,9,10,0.7,0,0,0,1,1,0,1,0,1,1,1,2
108,0.619149000570293,3.88698878282693,2.65973209138483,2.60588999705005,3.52228452559372,3.2397530726806,1.87633846055289,1.39383250668987,2.69983208351276,3.09288769396721,3.04777349571696,0,1,2,3,4,5,6,7,8,9,10,0.91,1,1,1,0,0,1,0,1,1,1,1,2
109,0,3.16164311582651,3.9540907599576,3.8493066428249,3.86646749394519,3.87891813855561,3.16384584980104,4.70639169238992,4.09904768792587,4.41330503432478,3.82400477737716,0,1,2,3,4,5,6,7,8,9,10,0.43,0,1,0,1,1,0,1,0,1,1,1,1
110,0.425601653130612,1.48876771240807,2.49552169279087,2.484266046593,2.85588775581307,1.98410151815662,2.71071470945922,2.27769471636514,2.59701592048438,3.07019535781185,3.45795040826117,0,1,2,3,4,5,6,7,8,9,10,0.58,0,1,0,0,0,0,1,0,0,0,0,4
111,0,1.533693597318,2.10090717588771,2.10248672951468,2.08484859385948,2.95527349489689,2.60155004822566,2.77783468837623,2.71725070979748,2.91878813259217,3.04382642503823,0,1,2,3,4,5,6,7,8,9,10,0.93,1,1,1,1,1,1,0,1,0,0,1,4
112,0,3.45085988801471,3.25930991097528,3.39457767710159,3.45126229609701,4.00521019171454,3.9616775964186,3.11073475679792,3.77979516936812,3.82452650925069,4.12287677844327,0,1,2,3,4,5,6,7,8,9,10,0.91,1,1,0,1,1,1,1,0,1,1,1,1
113,0.375064761809004,3.49294837734627,3.05488496886976,3.00539279688606,2.79454723790119,3.74072645216724,2.96257340238147,4.22613091234303,3.70407958266989,3.49216597412127,3.47657764256282,0,1,2,3,4,5,6,7,8,9,10,0.87,1,1,0,0,1,0,0,0,0,1,0,1
114,0.212114862793319,3.50832243435331,3.04784455732672,2.70864104555964,3.22034437984925,3.00455936889466,2.98589119257106,3.34077932522483,3.22535538107207,3.17328454683575,2.21236054708501,0,1,2,3,4,5,6,7,8,9,10,0.01,1,0,0,0,1,0,0,0,1,1,1,2
115,0,2.03059606641845,2.39139235697212,3.83389740107033,2.15777535251156,3.03447302433677,2.41654794602649,2.61203646612022,3.30746016280321,2.56483028893611,2.67349375353528,0,1,2,3,4,5,6,7,8,9,10,0.5,1,1,0,1,0,1,0,1,0,1,1,2
116,0,3.01426176772981,2.48882514609873,2.45796306701961,4.98646314214535,2.41602769029363,2.10744165518515,2.9185866764764,2.87968326511824,1.64666980180093,3.24644131562652,0,1,2,3,4,5,6,7,8,9,10,0.48,1,1,1,0,1,0,0,1,1,0,0,2
117,0,0.967506007907967,1.80511293663886,1.86765197493015,2.37920944675284,2.95236919255721,2.38292770707935,2.56095826107423,3.13676532676999,3.08451783094028,3.05873029961623,0,1,2,3,4,5,6,7,8,9,10,0.75,0,1,0,0,0,1,1,1,0,1,1,4
118,0,1.82902240865758,0.985152724245151,1.87268902685292,2.98140629675458,1.62286666426014,3.30044987066068,2.3876624456895,2.45627365358664,3.20297118236835,3.01149429469153,0,1,2,3,4,5,6,7,8,9,10,0.42,1,0,1,0,1,1,1,0,0,1,0,4
119,0,0.873648484547851,1.54192929866973,1.55888536451434,0.743892742191895,1.3363661478336,2.14637479964542,1.86884222983129,2.62746329215439,1.74669023381731,2.29686322645499,0,1,2,3,4,5,6,7,8,9,10,0.67,1,0,0,0,1,1,0,0,1,1,1,3
120,0,3.5616768401076,3.68127916381254,3.16591980388718,3.09169948358119,3.72796451521543,2.1198300205526,2.79374431710672,2.95996238150868,2.75404115791601,3.89073342889501,0,1,2,3,4,5,6,7,8,9,10,0.92,0,0,0,1,1,1,1,0,0,1,0,2
121,0.218183364634847,1.42954685778574,2.30701945007948,1.63530027151437,1.92900683614764,2.28240638963518,2.74071060647006,3.0634341581181,2.91656279705396,3.07864089624309,2.52598412052749,0,1,2,3,4,5,6,7,8,9,10,0.67,0,0,0,0,1,0,1,1,0,1,0,4
122,0,0.0991706506274694,1.28140681181693,1.03442634490295,1.33202435748407,1.68371464226811,1.4334876864742,2.03542626799407,2.22335648169071,1.85142528504456,2.38955940619378,0,1,2,3,4,5,6,7,8,9,10,0.78,0,1,0,0,1,1,0,1,1,1,0,3
123,0,0.380400537278609,0.651045162309013,0.850815540182556,1.24414081354129,1.43824268010432,1.79487459585502,1.93461977249931,2.01006437960593,1.85903568633139,3.30359590515194,0,1,2,3,4,5,6,7,8,9,10,0.68,1,0,1,0,1,0,1,1,1,0,1,3
124,0.395928299096642,3.97192341012268,3.69929492203692,3.34553048920769,2.83515485378833,3.56829048658599,4.03811058556857,3.98303463175994,3.65263784036264,3.31595829301571,4.16817052792751,0,1,2,3,4,5,6,7,8,9,10,0.47,1,1,0,1,0,1,0,1,0,0,1,1
125,0.293124628733244,1.98913163191949,3.33813050094978,3.79436482962765,2.33011780535241,2.42556540120954,3.23101519755673,3.49180163177277,2.42220987182192,2.70917619118872,2.67329324985086,0,1,2,3,4,5,6,7,8,9,10,0.55,0,1,1,1,0,0,0,0,0,0,1,2
126,0,3.14124159963246,3.60964995117045,3.60091513026404,3.45470402041747,3.7225058344701,3.80899033251197,3.29659189164425,3.15360850784974,3.21685200234438,3.76260611389549,0,1,2,3,4,5,6,7,8,9,10,0.77,0,0,1,0,0,1,0,1,1,1,1,1
127,0,2.48172203319441,1.94748024255341,1.95165098947589,2.08112862986669,2.86216153813989,2.98895435375923,2.6485385114756,2.61212004160854,2.30501861000135,2.49586910174121,0,1,2,3,4,5,6,7,8,9,10,0.53,1,1,1,0,0,0,1,0,1,0,0,2
128,0,1.58283840950964,1.6069419131753,2.22328862791417,2.06371113621936,2.63660483144898,2.91838769461251,2.45835115940511,3.66732199329834,2.65826682980682,3.3539573486482,0,1,2,3,4,5,6,7,8,9,10,0.88,1,0,0,1,0,0,0,0,0,1,0,4
129,0,3.94197025262515,3.33607080659676,3.46333360758546,3.47375297778988,3.27725591805191,3.24007537061519,3.77320238195509,4.16835721430023,3.88477273083292,3.42602549035101,0,1,2,3,4,5,6,7,8,9,10,0.01,1,1,1,0,1,1,1,1,1,0,0,1
130,1.95246990431674,1.86681959269515,3.02418150065083,3.42941797794182,4.18123714697179,2.15375416838015,3.28773223450398,3.56116311304042,2.43835236236072,3.26022359174173,1.8042628598699,0,1,2,3,4,5,6,7,8,9,10,0.85,1,0,1,1,0,0,0,1,1,1,1,2
131,0,1.58966789604837,3.18487324988589,3.77317810301929,2.16149571946535,2.69406935839689,2.60514333366888,2.83705696613887,2.89850840439667,1.68172117434937,3.18873619021132,0,1,2,3,4,5,6,7,8,9,10,0.45,0,1,1,1,0,0,0,0,0,0,0,2
132,0.172601515434313,3.73142572483789,3.93681830807681,3.34548917670734,4.14200924748458,3.67324753431119,3.54440619770226,4.07174033797643,3.30838061304558,3.5699041031556,3.5655490047315,0,1,2,3,4,5,6,7,8,9,10,0.43,0,0,0,1,1,0,0,0,0,0,1,1
133,0,1.28418718170534,1.05443944590096,2.35441773845768,2.26027060097627,2.62300958456859,2.94982661978018,1.96198555072066,2.9575225954858,2.12936900976793,2.83128653425128,0,1,2,3,4,5,6,7,8,9,10,0.17,1,0,0,1,1,0,0,1,1,0,0,4
134,0,3.16773344588725,1.89267344276607,3.31713775663165,2.74367698523947,2.49538519414347,3.4514059924827,1.57354324516074,3.83456622291569,3.28024552295628,3.50988029700928,0,1,2,3,4,5,6,7,8,9,10,0.28,1,1,0,0,1,0,0,0,1,0,0,2
135,0.334942268722868,3.51821557676116,1.45478277856948,3.05789798126688,2.5776289422457,4.25635295817594,3.66375627926323,2.89957980424014,3.28497450893856,1.99361973409171,4.46876751546605,0,1,2,3,4,5,6,7,8,9,10,0.53,0,0,0,1,1,1,1,0,1,1,1,2
136,0,3.97037191595957,3.78291872898499,3.49586993357881,4.49905176085296,3.86993493791199,3.45208782607055,3.54077529959672,4.36394575296049,3.19781671576971,3.7410696826293,0,1,2,3,4,5,6,7,8,9,10,0.2,1,0,0,0,0,1,1,1,0,1,0,1
137,0,3.22536768481742,3.62038955853661,2.8151185578649,4.64298407578429,3.91279235490377,2.65147404436576,3.59633128263967,3.35476040911719,3.42794786661188,3.61230715650381,0,1,2,3,4,5,6,7,8,9,10,0.39,0,0,0,0,1,1,1,0,1,1,0,1
138,0,3.51501981698791,3.98193110085239,4.16163786992473,3.92511305609916,3.06247980801233,2.54838731762306,3.87495620017533,3.65033016260247,3.57554844860664,4.36754989472477,0,1,2,3,4,5,6,7,8,9,10,0.8,1,0,1,0,0,0,1,0,1,0,0,1
139,0,2.55459748059653,2.72036590223219,2.91298675342277,3.21491173577177,2.09409141015576,2.74996854272236,2.76011583009453,2.47197056830308,2.24513952492407,3.25266710586461,0,1,2,3,4,5,6,7,8,9,10,0.04,0,0,1,1,0,0,0,1,1,1,0,2
140,0.795368491194474,3.47230568992115,3.16608724396719,3.93613635348597,3.76880339987653,3.87374420401821,3.95003939584051,3.16055636288154,3.7103656715446,4.1035205211346,3.60941829681339,0,1,2,3,4,5,6,7,8,9,10,0.43,1,1,0,0,0,0,1,1,0,0,1,1
141,0,3.18771140743721,2.40020168582025,3.41378997755298,3.25049365830601,3.51159935238411,3.50407033926147,3.82023984603218,3.8082332304784,3.32935765656297,4.15375890820618,0,1,2,3,4,5,6,7,8,9,10,0.19,0,0,0,1,0,1,0,1,1,1,1,1
142,0.51792846373708,3.1239243391033,3.66522196620041,3.54267205992059,3.19230962560119,3.77306462143331,4.28012978273988,3.47565728193273,3.29786430919758,4.1301134784429,3.82024797801521,0,1,2,3,4,5,6,7,8,9,10,0.19,1,0,0,0,1,0,0,0,1,0,0,1
143,0.298221559013764,2.02300113140934,2.26948010473192,2.1224900089374,1.99658503712458,2.86685159354231,2.5461084871661,2.60610531531455,3.7070205569681,2.69292006149438,2.97649453145056,0,1,2,3,4,5,6,7,8,9,10,0.43,1,1,1,0,1,1,0,0,1,1,0,4
144,0,2.14299815036714,1.52102711637653,2.42310797215179,1.85178948397788,2.81642394047376,2.35820026596408,3.83037089657519,2.89965963517486,3.12776394478654,2.43370448778595,0,1,2,3,4,5,6,7,8,9,10,0.04,1,1,1,0,0,1,0,0,0,0,1,4
145,0.0523407205335931,1.03918957207883,2.61358010333118,2.28091423799278,2.74775825669549,2.32389249797532,2.40633167599706,3.19178875041795,2.24233822169386,2.25524556834037,2.33372891302772,0,1,2,3,4,5,6,7,8,9,10,0.63,1,1,1,0,0,0,0,0,0,1,1,4
146,0,1.02229162783297,1.12424016082268,1.10703858562213,0.792155123478457,1.27170909114014,1.50109602411607,1.81012345202987,1.91830714262599,2.03445580017814,2.59508023953896,0,1,2,3,4,5,6,7,8,9,10,0.79,1,1,0,1,0,1,1,0,1,1,1,3
147,0.190486096766904,2.82546799758381,3.20357167758653,2.24415460491242,2.94095762374898,2.82059364218411,2.35721467607278,3.78584405118858,2.60283685743971,3.5185387520349,3.14885596239442,0,1,2,3,4,5,6,7,8,9,10,0.95,1,0,1,1,0,0,1,0,1,1,1,2
148,0,1.90617493970705,2.62565405658536,1.82647847339347,2.37555799253885,3.40650053088302,2.53381428867573,1.81916413588808,4.23441735592426,2.54477202361617,3.40986928890383,0,1,2,3,4,5,6,7,8,9,10,0.84,1,0,0,1,0,1,0,1,0,1,0,4
149,0.129581291320622,2.01435945498577,2.29537020251244,2.313652365629,2.06819181099146,3.03030322595448,2.98420612262804,2.62844776886382,3.25535227077096,3.18297945389406,3.37758021303151,0,1,2,3,4,5,6,7,8,9,10,0.85,0,0,0,1,1,0,0,1,0,0,0,2
150,0.592211311198388,3.22793928691532,3.79348163828706,3.91379861855105,3.93844332925828,3.66264910433587,4.43999423364388,4.14960022460975,3.65662793659574,4.07367952633607,3.6662217659177,0,1,2,3,4,5,6,7,8,9,10,0.08,0,1,0,1,0,0,0,1,1,0,1,1
151,0.64598053137593,1.20595426952446,1.4521234863269,2.4231149727616,2.55534557392263,2.54369539549496,2.78486590999385,2.60828857828838,3.24046283513037,3.34553618409027,3.11435322129643,0,1,2,3,4,5,6,7,8,9,10,0.57,1,1,1,0,1,0,1,1,0,1,1,4
152,0.522196172633747,3.8509306698829,3.5824674683101,3.61572268694667,3.52016671857446,3.70999821935738,2.73893436540385,3.65120380687019,3.65205866497692,3.0664547382857,2.79020262869984,0,1,2,3,4,5,6,7,8,9,10,0.11,1,0,0,0,0,0,1,1,1,1,0,1
153,0.066909085204357,1.58674127385893,2.16962626920717,2.08601280508452,3.53368385973617,3.36231071168837,2.4314737887833,2.90167438247267,3.0845625928759,2.29896418077534,2.55223277619363,0,1,2,3,4,5,6,7,8,9,10,0.89,1,1,1,1,0,1,1,0,1,1,1,4
154,0,3.55317292461643,3.64750627730788,3.38769629109261,4.03084900420296,4.25945852555389,3.85442415678895,4.29056479929772,3.32982633584811,4.29135657630841,4.22440572300327,0,1,2,3,4,5,6,7,8,9,10,0.78,0,1,0,0,1,0,0,0,0,1,0,1
155,0.303925607632746,2.15765252825679,3.04733825328152,3.40562131571548,3.61908183032679,3.07336884586551,2.92329037561224,2.96942727492769,4.1238783026777,3.77295445246356,2.10412636356022,0,1,2,3,4,5,6,7,8,9,10,0.22,1,1,0,0,0,1,0,0,1,0,1,2
156,0,2.15400475082362,2.24707406522153,1.70728732507215,1.7239802537657,2.58640688301053,2.32471517497475,3.08357928096218,3.69658562065023,2.44983739153892,2.93112121142906,0,1,2,3,4,5,6,7,8,9,10,0.02,0,0,1,0,0,1,0,0,1,0,0,4
157,0.241596134665172,0.406848622955711,1.11937351859999,1.74207590832061,1.34935180250698,1.36073867114479,1.49742618107721,1.80314499580074,2.13418111962061,2.26969854336863,2.32546828627938,0,1,2,3,4,5,6,7,8,9,10,0.93,0,1,0,1,0,1,0,0,0,0,1,3
158,0.26288267251959,1.48297500662162,1.45589014136288,1.93667293509674,2.7709479040709,3.08021501499816,2.63396402784005,2.84575883557781,2.99891273840875,3.05961548030805,2.49424815928683,0,1,2,3,4,5,6,7,8,9,10,0.11,1,1,1,0,1,1,1,0,0,1,0,4
159,0.22805412879634,0.711243979573435,2.22132790301494,2.15368982493514,2.03625073127213,3.10115998348891,2.55410075784708,1.88418516086022,3.22118269989236,2.87636742376802,2.86340996982013,0,1,2,3,4,5,6,7,8,9,10,0.16,1,1,0,0,1,1,0,0,1,1,0,4
160,0.461962422551604,1.77525688111044,1.85709293731578,2.872077732645,2.2108962085982,2.81154972608828,2.71214314752906,2.88790142055222,2.45119610137637,2.68440431297657,2.75921940135302,0,1,2,3,4,5,6,7,8,9,10,0.96,1,0,1,1,1,0,1,1,0,0,0,4
161,0.90809760521558,2.90586325066498,2.73858568037575,2.90640665612535,3.62012838576972,3.36682116883751,2.10916958558559,2.80990381629457,3.22193483927384,1.9600708432735,2.53442161347215,0,1,2,3,4,5,6,7,8,9,10,0.38,0,1,0,0,1,1,0,1,1,0,0,2
162,0,2.80104531726375,3.39406928226226,2.97380802036384,3.71684498307813,4.08872920506573,3.85942525612409,3.4520667277014,3.91049097220655,3.76810013944218,3.76098837283859,0,1,2,3,4,5,6,7,8,9,10,0.23,1,1,0,1,0,1,0,0,1,0,1,1
163,0,1.27334754693351,2.14649919261827,2.0447852658961,1.57144698427775,2.89015421921366,2.75987461071133,3.22800421980277,2.72479481253078,3.28134548204796,3.22918105497923,0,1,2,3,4,5,6,7,8,9,10,0.3,0,0,0,1,0,1,1,1,0,1,1,4
164,0,1.38017912764261,0.738781336850909,2.67680462061627,2.83167919902656,2.3138657307314,2.90015805989567,2.30659635550617,2.71634536905186,2.79036625735777,3.10900726233455,0,1,2,3,4,5,6,7,8,9,10,0.53,1,1,1,1,1,0,1,1,0,1,1,4
165,0.934952996518386,2.47542312772684,2.59076005070081,3.78574409365938,1.8323357543275,3.11885790396268,2.19182401429267,2.13362217162913,3.06120586542489,3.71678170467917,2.25964951822113,0,1,2,3,4,5,6,7,8,9,10,0.97,0,0,1,1,1,0,0,1,1,1,1,2
166,0,0.746779403900881,1.91254491925789,2.37195389848466,1.82123154031567,2.62295395749521,2.71745133234717,3.08701476986193,2.53064328437223,2.97212337528527,2.74718243732527,0,1,2,3,4,5,6,7,8,9,10,0.4,1,0,0,0,0,1,1,1,1,0,1,4
167,0,1.19152994226829,2.33373742650649,2.22773705356675,2.19006125334943,2.49489274965724,2.90531672002607,2.8147086163068,3.60095279504046,2.98718716590993,3.09879146964334,0,1,2,3,4,5,6,7,8,9,10,0.33,1,0,1,0,1,1,1,1,0,0,1,4
168,0.772793358508069,3.2119892022974,3.77205581825144,3.47413940193556,3.29803722964739,4.62977180093997,4.35849174396439,3.79596599329315,3.44886840165148,2.79691565898639,3.89286887602467,0,1,2,3,4,5,6,7,8,9,10,0.83,0,0,1,1,0,0,0,0,1,0,0,1
169,0,2.83870613270434,2.16257920540928,4.2208715665397,3.32753401435631,1.61554061627867,2.58505326650655,3.30813385966142,2.90703977497227,2.00309295909835,1.22453865742621,0,1,2,3,4,5,6,7,8,9,10,0.69,1,0,0,0,1,1,0,1,0,0,1,2
170,0,3.3366847908141,3.83276572189438,2.74762803746926,2.67799649700009,3.00771612747562,1.49333477207333,2.83044237802022,3.20124553185608,3.66087297141691,4.24403848330599,0,1,2,3,4,5,6,7,8,9,10,0.83,0,0,0,0,0,1,1,0,0,1,0,2
171,0,1.59490948929044,1.69720115953534,2.54472078672896,2.5565083998416,2.77968170203713,2.34178742862361,2.04968960555147,2.49087042644561,2.07863139362514,3.53997603631184,0,1,2,3,4,5,6,7,8,9,10,0.3,1,1,1,0,1,0,1,1,0,1,1,4
172,0.413662775890335,2.13934310429886,2.06612934955599,2.31322429505648,2.22827156482776,2.39656969561009,3.20614750110072,2.1797576245229,2.40225591201472,2.96650685538177,3.35791582967749,0,1,2,3,4,5,6,7,8,9,10,0.27,1,0,1,0,1,0,1,1,0,1,1,4
173,0,3.9704789933823,4.4255316108665,4.02693996661138,3.86111310709664,3.2192870546512,3.67628324766972,3.4559304681583,3.81880334659742,3.63813968709678,3.37817818046347,0,1,2,3,4,5,6,7,8,9,10,0.79,0,0,1,1,0,0,1,0,1,0,1,1
174,0,2.14698932729456,2.80102226834331,2.49901640894575,3.1901591681518,3.07840362973338,2.6655305809873,3.65153791726162,2.95352607947205,1.92212275387249,3.28048749189258,0,1,2,3,4,5,6,7,8,9,10,0.86,1,0,0,1,0,0,0,1,0,0,0,2
175,0.3553811209412,1.76747490100656,2.2495979458249,2.37577085267197,2.01262139558146,2.6986176051672,2.93671065563242,2.7081474150836,2.80385887822607,2.41159516659034,2.88059919952539,0,1,2,3,4,5,6,7,8,9,10,0.36,0,0,0,1,0,0,0,1,1,0,1,4
176,0.480105473404534,0.906637416968614,1.91817233502709,1.30024944724358,3.09611286115331,2.81344216678459,3.0766833374808,2.59154438675984,3.04626750921402,3.05882560202443,3.33654634720117,0,1,2,3,4,5,6,7,8,9,10,0.31,1,1,0,0,0,1,1,1,0,0,1,4
177,0.105504476744527,1.45774057285757,2.6194488442042,2.27071299447879,2.90266087816367,4.08086808403386,2.16696201344779,3.7191927063823,2.2703059277223,2.91841773007758,2.97562620243748,0,1,2,3,4,5,6,7,8,9,10,0.59,1,0,0,0,0,1,0,1,1,1,0,2
178,0,0.893080873913533,1.43588936749475,1.07578904223516,1.98903482998416,1.24644866707916,2.2012672593433,1.70502929327738,2.00281837358568,2.11483237451756,1.93858318793477,0,1,2,3,4,5,6,7,8,9,10,0.18,1,0,1,1,0,1,0,1,0,0,0,3
179,0,4.73079173632817,4.38364389417259,3.29925026342714,2.84549176264551,3.88173401213649,3.32120920946402,3.73788687849503,3.34030784455816,4.18577462234914,3.61747225559011,0,1,2,3,4,5,6,7,8,9,10,0.07,1,0,0,1,0,1,1,1,0,1,0,1
180,0.20903809107855,0.443197612795507,1.35703339731837,1.27746896920208,1.35407723721869,2.07083142089563,2.14819075479826,1.95247173526991,2.22524267147904,2.28710326306189,1.86282171593277,0,1,2,3,4,5,6,7,8,9,10,0.72,0,0,0,1,0,0,0,1,0,0,0,3
181,0,1.16028176070164,2.34305175914035,2.30913722805389,2.46220008890565,3.30424174309268,2.68578411089789,2.53291847371844,2.83385849078832,3.16193852753009,3.40172725557906,0,1,2,3,4,5,6,7,8,9,10,0.65,0,0,0,1,1,0,1,1,0,0,0,4
182,0.71865576256241,0.849119830482512,2.58743884086634,2.35581412615116,2.04752577045706,2.52329047515342,3.09540788286867,2.91559322351526,2.57275998346963,2.84147100653025,3.06275641094209,0,1,2,3,4,5,6,7,8,9,10,0.1,0,1,1,1,1,1,1,1,1,1,0,4
183,0.123758358444976,0.32342989466604,1.03198946368404,1.26260238861461,1.29064421715564,2.18825330414352,1.91787225063499,2.79355707744495,1.37379909100418,1.73771077348238,1.84522914319539,0,1,2,3,4,5,6,7,8,9,10,0.97,1,1,0,1,1,0,0,1,1,1,1,3
184,0,0.814411420764798,1.58144993865876,1.3809630875685,1.65833487017962,2.87339875757645,2.34804222972993,2.74390695942142,2.82100161486206,2.99097941830066,2.27288000565602,0,1,2,3,4,5,6,7,8,9,10,0.34,0,0,1,0,0,1,0,0,1,0,1,4
185,0.357053266431104,3.64120589490492,4.30334584747868,3.9372942599378,4.91189164649541,3.86338200641199,3.84863738796378,3.08717718182611,3.81012182137092,3.62834855442684,3.51222635681998,0,1,2,3,4,5,6,7,8,9,10,0.22,0,1,0,1,1,1,0,1,1,1,1,1
186,0,0.637910013834173,1.67459708177384,1.1132897847668,1.25540366687237,1.38010823793968,1.86006629845004,2.08455585120404,2.05333184225456,2.05565997772672,2.1275371619536,0,1,2,3,4,5,6,7,8,9,10,0.18,0,1,0,0,1,1,1,1,1,0,1,3
187,0,3.31606062614541,2.32744125241731,2.05709054186518,2.25027492540234,3.14439683648534,2.82105202803338,3.61875848253001,3.58265320534503,3.83735246668928,2.42722487744113,0,1,2,3,4,5,6,7,8,9,10,0.32,0,0,1,1,0,0,1,0,0,0,0,2
188,0,1.03333674632845,1.8295467748116,2.58152008512713,2.54175241961679,2.44996825113543,2.65609312119868,2.49437479257378,2.56907101167439,2.66408260740955,2.94999128494836,0,1,2,3,4,5,6,7,8,9,10,0.74,1,0,1,0,1,0,0,0,1,0,0,4
189,0,2.72967932387446,2.90558993016372,3.3269362285152,2.70415091504145,3.88473350181503,2.38432907808748,3.04499662508579,3.27691939924952,2.84718595504405,4.55020280958924,0,1,2,3,4,5,6,7,8,9,10,0.45,1,0,1,1,1,0,1,0,1,0,1,2
190,0,3.54297575806938,3.52848691623447,3.17402416636033,4.05785411637838,3.77377200102083,3.9958242912396,3.76849365448514,3.3179128068323,4.00486218712662,4.02582823710744,0,1,2,3,4,5,6,7,8,9,10,0.12,1,0,0,0,0,0,0,0,1,1,1,1
191,0,3.88191841302525,3.66450199819306,4.22157380240212,3.0275204105302,3.53936799966307,4.0252903516209,3.51875611292264,4.19297438629143,4.30587877993989,4.03963737696925,0,1,2,3,4,5,6,7,8,9,10,0.1,0,0,0,0,0,0,0,0,0,1,0,1
192,0.631184600433183,2.56955130194787,2.19282692738959,2.18295644610909,3.10699254887884,2.34174859877986,3.46895956159717,2.10788011707081,2.47750946536696,1.35183713006707,3.15782923490846,0,1,2,3,4,5,6,7,8,9,10,0.92,0,1,0,0,1,0,1,0,1,0,1,2
193,0.497906433828713,1.24489680083519,2.07504340903793,1.84493961500298,2.97079712409014,2.18126149949738,2.96847003249699,2.71554450117791,2.59632288485516,3.08711401373707,3.13024968896263,0,1,2,3,4,5,6,7,8,9,10,0.35,0,1,0,0,1,0,1,1,0,1,0,4
194,0,4.04743152212237,3.55947414526791,3.80425320587167,4.05533081562079,3.64248923799382,4.42538759689451,3.3508349291272,3.36777103715599,3.0872017765634,4.47389440411469,0,1,2,3,4,5,6,7,8,9,10,0.06,1,1,1,1,0,1,1,1,0,1,1,1
195,0,2.74328203756397,3.32598266490464,2.88738537371841,3.38022890744828,3.66542343438197,3.10961475514008,3.36900574937337,2.78967954232846,3.42059811180514,3.10136951560766,0,1,2,3,4,5,6,7,8,9,10,0.25,0,1,0,0,0,1,0,0,0,0,1,1
196,0.141839812884688,2.65720174274858,3.52283444689925,2.70278923278945,4.17800074951682,2.48368876337566,2.94437315139844,2.93652043286114,2.79843165394901,2.39101840916506,2.63975572864329,0,1,2,3,4,5,6,7,8,9,10,0.6,1,0,0,1,1,1,0,0,0,1,0,2
197,0,3.40885569974604,4.08787808038102,3.37944038438898,3.2072792105227,2.43751537585769,3.49847176589035,2.91981752851506,3.48898722489339,3.23762996378247,3.56069812226468,0,1,2,3,4,5,6,7,8,9,10,0.33,1,1,1,0,1,0,0,1,1,1,1,1
198,0.317627792657245,1.14105720305871,1.64701621433298,2.46982897529779,1.64474789832168,2.33092629592671,2.15615867213729,2.85221473054069,3.24291123363931,3.02898157292053,3.41485956187897,0,1,2,3,4,5,6,7,8,9,10,0.17,1,0,0,0,0,1,1,1,1,0,0,4
199,0.589011530344587,4.12103838127585,3.3599119749907,4.39263520542998,4.01538177899989,3.19995672816034,3.67583974583596,3.74698162883092,3.9135388663632,3.93907066002162,3.91355672641949,0,1,2,3,4,5,6,7,8,9,10,0.93,1,0,1,1,1,0,1,0,1,0,0,1
200,1.02670950461071,1.16574625898014,2.66747314550418,2.22281941333519,2.73254970674937,2.51476950272141,3.37542834407948,3.2994751681266,3.70267117654053,3.55940608504444,3.09702977822928,0,1,2,3,4,5,6,7,8,9,10,0.92,0,0,0,1,1,0,1,1,0,0,1,2
